symbol,name_of_company, series,fno_stock, date_of_listing, paid_up_value, market_lot, isin_number, face_value
WHEELS,Wheels India Limited,eq,no,07-04-2000,10,1,INE715A01015,10
WHIRLPOOL,Whirlpool of India Limited,eq,no,06-04-2010,10,1,INE716A01013,10
WILLAMAGOR,Williamson Magor & Company Limited,eq,no,08-02-1995,10,1,INE210A01017,10
WINDLAS,Windlas Biotech Limited,eq,no,16-08-2021,5,1,INE0H5O01029,5
WINDMACHIN,Windsor Machines Limited,eq,no,17-08-2011,2,1,INE052A01021,2
WINSOME,Winsome Yarns Limited,bz,no,25-08-2011,10,1,INE784B01035,10
WIPL,The Western India Plywoods Limited,eq,no,17-04-2017,10,1,INE215F01023,10
WIPRO,Wipro Limited,eq,yes,08-11-1995,2,1,INE075A01022,2
WOCKPHARMA,Wockhardt Limited,eq,no,23-02-2000,5,1,INE049B01025,5
WONDERLA,Wonderla Holidays Limited,eq,no,09-05-2014,10,1,INE066O01014,10
WORTHPERI,Worth Peripherals Limited,eq,no,04-08-2020,10,1,INE196Y01018,10
WSI,W S Industries (I) Limited,eq,no,01-08-2007,10,1,INE100D01014,10
WSTCSTPAPR,West Coast Paper Mills Limited,eq,no,17-01-2001,2,1,INE976A01021,2
XCHANGING,Xchanging Solutions Limited,eq,no,09-03-2005,10,1,INE692G01013,10
XELPMOC,Xelpmoc Design And Tech Limited,eq,no,04-02-2019,10,1,INE01P501012,10
XPROINDIA,Xpro India Limited,eq,no,27-04-2004,10,1,INE445C01015,10
XTGLOBAL,Xtglobal Infotech Limited,eq,no,16-09-2024,1,1,INE547B01028,1
YASHO,Yasho Industries Limited,eq,no,21-08-2023,10,1,INE616Z01012,10
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,eq,no,07-08-2023,10,1,INE0JO301016,10
YATRA,Yatra Online Limited,eq,no,28-09-2023,1,1,INE0JR601024,1
YESBANK,Yes Bank Limited,eq,yes,12-07-2005,2,1,INE528G01035,2
YUKEN,Yuken India Limited,eq,no,02-09-2021,10,1,INE384C01016,10
ZAGGLE,Zaggle Prepaid Ocean Services Limited,eq,no,22-09-2023,1,1,INE07K301024,1
ZEEL,Zee Entertainment Enterprises Limited,eq,no,09-09-1998,1,1,INE256A01028,1
ZEELEARN,Zee Learn Limited,eq,no,20-12-2010,1,1,INE565L01011,1
ZEEMEDIA,Zee Media Corporation Limited,be,no,10-01-2007,1,1,INE966H01019,1
ZENITHEXPO,Zenith Exports Limited,eq,no,10-07-1996,10,1,INE058B01018,10
ZENITHSTL,Zenith Steel Pipes & Industries Limited,eq,no,30-04-2007,10,1,INE318D01020,10
ZENSARTECH,Zensar Technologies Limited,eq,no,09-07-2003,2,1,INE520A01027,2
ZENTEC,Zen Technologies Limited,eq,no,30-03-2015,1,1,INE251B01027,1
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,eq,no,01-10-2008,5,1,INE342J01019,5
ZIMLAB,Zim Laboratories Limited,eq,no,25-11-2022,10,1,INE518E01015,10
ZODIAC,Zodiac Energy Limited,eq,no,14-12-2021,10,1,INE761Y01019,10
ZODIACLOTH,Zodiac Clothing Company Limited,eq,no,27-09-1995,10,1,INE206B01013,10
ZOTA,Zota Health Care LImited,eq,no,19-08-2019,10,1,INE358U01012,10
ZUARI,Zuari Agro Chemicals Limited,eq,no,27-11-2012,10,1,INE840M01016,10
ZUARIIND,ZUARI INDUSTRIES LIMITED,eq,no,12-04-1995,10,1,INE217A01012,10
ZYDUSLIFE,Zydus Lifesciences Limited,eq,yes,18-04-2000,1,1,INE010B01027,1
ZYDUSWELL,Zydus Wellness Limited,eq,no,13-11-2009,2,1,INE768C01028,2
VIVIDEL,Vivid Electromech Limited,st,no,07-04-2026,10,1,INE24H301028,10
SUNREST-RE,Sunrest Lifescience Ltd-RE,st,no,02-04-2026,10,1,INE0PLZ20012,10
APSISAERO,Apsis Aerocom Limited,sm,no,18-03-2026,10,1,INE1OOJ01011,10
SPCON,Srinibas Pradhan Constructions Limited,sm,no,13-03-2026,10,1,INE0TPJ01019,10
ACETEC,Acetech E-Commerce Limited,sm,no,09-03-2026,10,1,INE1J6M01010,10
STRIDERS,Striders Impex Limited,sm,no,06-03-2026,10,1,INE1XWN01017,10
YAAP,Yaap Digital Limited,sm,no,05-03-2026,10,1,INE0U0J01015,10
MOBILISE,Mobilise App Lab Limited,sm,no,02-03-2026,10,1,INE1YNB01019,10
MANILAM,Manilam Industries India Limited,sm,no,27-02-2026,10,1,INE1ERK01013,10
MARUSHIKA,Marushika Technology Limited,sm,no,19-02-2026,10,1,INE0X7G01013,10
BIOPOL,Biopol Chemicals Limited,sm,no,13-02-2026,10,1,INE0XW001014,10
GJL,Grover Jewells Limited,st,no,11-02-2026,10,1,INE1TY801010,10
BRANDMAN,Brandman Retail Limited,sm,no,11-02-2026,10,1,INE0XUD01014,10
CKKRETAIL,C K K Retail Mart Limited,st,no,06-02-2026,10,1,INE0SMX01019,10
KRMAYURVED,KRM Ayurveda Limited,sm,no,29-01-2026,10,1,INE1MTV01019,10
ARMOUR,Armour Security (India) Limited,sm,no,22-01-2026,10,1,INE0TZX01019,10
AVANA,Avana Electrosystems Limited,sm,no,20-01-2026,10,1,INE1KU201016,10
VICTORYEV,Victory Electric Vehicles International Limited,sm,no,14-01-2026,5,1,INE0F8901022,5
E2ERAIL,E To E Transportation Infrastructure Limited,sm,no,02-01-2026,10,1,INE1CEJ01017,10
DHARARAIL,Dhara Rail Projects Limited,sm,no,31-12-2025,10,1,INE2HJL01019,10
SHYAMDHANI,Shyam Dhani Industries Limited,sm,no,30-12-2025,10,1,INE1CRP01016,10
EPWINDIA,EPW India Limited,sm,no,30-12-2025,5,1,INE1KEC01023,5
SOCL,Sundrex Oil Company Limited,sm,no,30-12-2025,10,1,INE0CTB01014,10
MARC,Marc Technocrats Limited,st,no,24-12-2025,10,1,INE0TD401015,10
ASHWINI,Ashwini Container Movers Limited,sm,no,19-12-2025,10,1,INE1A6Q01010,10
EXIMROUTES,Exim Routes Limited,sm,no,19-12-2025,5,1,INE19I001020,5
FWSTC,Flywings Simulator Training Centre Limited,sm,no,12-12-2025,10,1,INE0SQZ01015,10
ENCOMPAS,Encompass Design India Limited,sm,no,12-12-2025,10,1,INE433T01015,10
SHRIKANHA,Shri Kanha Stainless Limited,sm,no,10-12-2025,10,1,INE1V4601019,10
NEOCHEM,Neochem Bio Solutions Limited,sm,no,09-12-2025,10,1,INE21UM01018,10
SPEB,Speb Adhesives Limited,sm,no,08-12-2025,10,1,INE1CW901027,10
INVICTA,Invicta Diagnostic Limited,sm,no,08-12-2025,10,1,INE0XJ501010,10
CSSL,Clear Secured Services Limited,sm,no,08-12-2025,10,1,INE1EF801010,10
CURIS,Curis Lifesciences Limited,sm,no,14-11-2025,10,1,INE1BZN01016,10
FINBUD,Finbud Financial Services Limited,sm,no,13-11-2025,10,1,INE0EDU01014,10
SHETHJI,Shreeji Global FMCG Limited,sm,no,12-11-2025,10,1,INE1FL101016,10
JAYESH,Jayesh Logistics Limited,sm,no,03-11-2025,10,1,INE1AE401014,10
GREENLEAF,Greenleaf Envirotech Limited,sm,no,09-10-2025,10,1,INE0PLX01017,10
MUNISH,Munish Forge Limited,sm,no,08-10-2025,10,1,INE1K8Y01018,10
SHEEL,Sheel Biotech Limited,sm,no,08-10-2025,10,1,INE0YJV01017,10
BAGDIGITAL,B.A.G. Convergence Limited,sm,no,08-10-2025,10,1,INE17CQ01015,10
VIJAYPD,Vijaypd Ceutical Limited,st,no,07-10-2025,10,1,INE0WL901019,10
SUBAHOTELS,Suba Hotels Limited,sm,no,07-10-2025,10,1,INE0RYR01018,10
MPEL,Manas Polymers and Energies Limited,sm,no,06-10-2025,10,1,INE0U4H01011,10
GURUNANAK,Gurunanak Agriculture India Limited,sm,no,01-10-2025,10,1,INE1CCX01012,10
ECOLINE,Ecoline Exim Limited,sm,no,30-09-2025,10,1,INE0VBS01016,10
MGSL,Matrix Geo Solutions Limited,sm,no,30-09-2025,10,1,INE132901013,10
PRIMECAB,Prime Cable Industries Limited,sm,no,29-09-2025,5,1,INE0CQA01020,5
SIDDHICOTS,Siddhi Cotspin Limited,st,no,26-09-2025,10,1,INE0SVO01019,10
TECHD,TechD Cybersecurity Limited,sm,no,22-09-2025,10,1,INE0Y5H01014,10
GML,Galaxy Medicare Limited,st,no,17-09-2025,10,1,INE09A801015,10
TAURIAN,Taurian MPS Limited,sm,no,16-09-2025,10,1,INE0XWS01018,10
VIGOR,Vigor Plast India Limited,sm,no,12-09-2025,10,1,INE1DM601016,10
OPTIVALUE,Optivalue Tek Consulting Limited,sm,no,10-09-2025,10,1,INE15B101011,10
SNEHAA,Snehaa Organics Limited,sm,no,05-09-2025,10,1,INE1OIC01018,10
SATTVAENGG,Sattva Engineering Construction Limited,sm,no,03-09-2025,10,1,INE14DW01018,10
CURRENT,Current Infraprojects Limited,sm,no,03-09-2025,10,1,INE1CRQ01014,10
CLASSICEIL,Classic Electrodes (India) Limited,sm,no,01-09-2025,10,1,INE0UQ601012,10
SHIVASHRIT,Shivashrit Foods Limited,sm,no,01-09-2025,10,1,INE1DLF01018,10
ANONDITA,Anondita Medicare Limited,sm,no,01-09-2025,10,1,INE0VTV01012,10
ARCIIL,ARC Insulation & Insulators Limited,sm,no,29-08-2025,10,1,INE0YDV01010,10
STUDIOLSD,Studio LSD Limited,st,no,25-08-2025,2,1,INE17VO01028,2
MRIL,Mahendra Realtors & Infrastructure Limited,sm,no,20-08-2025,10,1,INE632Q01018,10
AMCL,ANB Metal Cast Limited,sm,no,18-08-2025,10,1,INE0VG001016,10
MEDISTEP,Medistep Healthcare Limited,st,no,18-08-2025,10,1,INE0UOY01019,10
CONNPLEX,Connplex Cinemas Limited,sm,no,14-08-2025,10,1,INE0EAS01014,10
SAWALIYA,Sawaliya Food Products Limited,sm,no,14-08-2025,10,1,INE10VS01016,10
AARADHYA,Aaradhya Disposal Industries Limited,sm,no,11-08-2025,10,1,INE124401014,10
PARTH,Parth Electricals & Engineering Limited,st,no,11-08-2025,10,1,INE1H7V01011,10
JYOTIGLOBL,Jyoti Global Plast Limited,st,no,11-08-2025,10,1,INE1M3T01017,10
BHADORA,Bhadora Industries Limited,sm,no,11-08-2025,10,1,INE0ZRC01017,10
FLYSBS,FlySBS Aviation Limited,sm,no,08-08-2025,10,1,INE0VCK01011,10
CUDML,Cash Ur Drive Marketing Limited,sm,no,07-08-2025,10,1,INE0WL201014,10
RNPL,Renol Polychem Limited,sm,no,07-08-2025,10,1,INE0VZX01015,10
KAYTEX,Kaytex Fabrics Limited,sm,no,05-08-2025,10,1,INE13ZD01013,10
SELLOWRAP,Sellowrap Industries Limited,sm,no,01-08-2025,10,1,INE0IJF01013,10
TSC,TSC India Limited,sm,no,30-07-2025,10,1,INE16VK01010,10
SAVY,Savy Infra and Logistics Limited,sm,no,28-07-2025,10,1,INE0UCN01017,10
SPUNWEB,Spunweb Nonwoven Limited,sm,no,21-07-2025,10,1,INE19QH01010,10
SMARTEN,Smarten Power Systems Limited,sm,no,14-07-2025,10,1,INE14GK01016,10
WHITEFORCE,Happy Square Outsourcing Services Limited,sm,no,10-07-2025,10,1,INE0TLP01015,10
ETL,Emkay Tools Limited,sm,no,08-07-2025,1,1,INE0PXC01024,1
CEDAAR,Cedaar Textile Limited,sm,no,07-07-2025,10,1,INE11J101017,10
PUSHPA,Pushpa Jewellers Limited,sm,no,07-07-2025,10,1,INE154801018,10
SILKY,Silky Overseas Limited,sm,no,07-07-2025,10,1,INE0SN801015,10
PROFX,Pro FX Tech Limited,sm,no,03-07-2025,10,1,INE0VJT01017,10
MMEL,Moving Media Entertainment Limited,sm,no,03-07-2025,10,1,INE0XM301010,10
RTL,Rama Telecom Limited,st,no,02-07-2025,10,1,INE14W901010,10
SUNTECH,Suntech Infra Solutions Limited,sm,no,02-07-2025,10,1,INE0SGZ01016,10
SHKSIL,Shri Hare-Krishna Sponge Iron Limited,sm,no,01-07-2025,10,1,INE0NON01025,10
AAKAAR,Aakaar Medical Technologies Limited,st,no,27-06-2025,10,1,INE1GYP01013,10
MAYASHEEL,Mayasheel Ventures Limited,sm,no,27-06-2025,10,1,INE0ZTO01018,10
SAFEENTP,Safe Enterprises Retail Fixtures Limited,sm,no,27-06-2025,5,1,INE17D601016,5
INFLUX,Influx Healthtech Limited,sm,no,25-06-2025,10,1,INE0MYZ01012,10
EEPL,Eppeltone Engineers Limited,sm,no,24-06-2025,10,1,INE11HF01010,10
SAMAY,Samay Project Services Limited,sm,no,23-06-2025,10,1,INE124101010,10
PATILAUTOM,Patil Automation Limited,sm,no,23-06-2025,10,1,INE17GV01016,10
MONOLITH,Monolithisch India Limited,sm,no,19-06-2025,10,1,INE1DV401010,10
JAINIK,Jainik Power Cables Limited,sm,no,17-06-2025,10,1,INE0XIL01012,10
SACHEEROME,Sacheerome Limited,sm,no,16-06-2025,10,1,INE1ARD01016,10
GANGABATH,Ganga Bath Fittings Limited,sm,no,11-06-2025,10,1,INE0ZI101018,10
NRVANDANA,N R Vandana Tex Industries Limited,sm,no,04-06-2025,10,1,INE104101014,10
NEPTUNE,Neptune Petrochemicals Limited,st,no,04-06-2025,10,1,INE156901014,10
NIKITA,NIKITA GREENTECH RECYCLING LIMITED,sm,no,03-06-2025,10,1,INE0FLF01015,10
BLUEWATER,Blue Water Logistics Limited,sm,no,03-06-2025,10,1,INE0X3M01010,10
DCCL,Dar Credit & Capital Limited,sm,no,28-05-2025,10,1,INE04Q901010,10
ACCPL,Accretion Pharmaceuticals Limited,sm,no,21-05-2025,10,1,INE0T8T01010,10
INTEGRITY,Integrity Infrabuild Developers Limited,sm,no,20-05-2025,10,1,INE0YSH01017,10
VGINFOTECH,Virtual Galaxy Infotech Limited,sm,no,19-05-2025,10,1,INE0VRH01015,10
ARUNAYA,Arunaya Organics Limited,sm,no,07-05-2025,10,1,INE0TTG01017,10
IWARE,Iware Supplychain Services Limited,st,no,06-05-2025,10,1,INE1AII01014,10
TANKUP,Tankup Engineers Limited,sm,no,30-04-2025,10,1,INE0Z7N01017,10
SHRIAHIMSA,Shri Ahimsa Naturals Limited,sm,no,02-04-2025,10,1,INE0DM401012,10
ATCENERGY,ATC Energies System Limited,sm,no,02-04-2025,10,1,INE0V0Q01019,10
RAPIDFLEET,Rapid Fleet Management Services Limited,sm,no,28-03-2025,10,1,INE0QX901013,10
ACTIVEINFR,Active Infrastructures Limited,sm,no,28-03-2025,5,1,INE0KLO01025,5
GCHOTELS,Grand Continent Hotels Limited,sm,no,27-03-2025,10,1,INE12E301017,10
DIVINEHIRA,Divine Hira Jewellers Limited,st,no,24-03-2025,10,1,INE0NA501011,10
BALAJIPHOS,Balaji Phosphates Limited,sm,no,07-03-2025,10,1,INE0PQ601019,10
HPTL,HP Telecom India Limited,sm,no,28-02-2025,10,1,INE0VA601019,10
TEJASCARGO,Tejas Cargo India Limited,sm,no,24-02-2025,10,1,INE17WC01013,10
ROYALARC,Royal Arc Electrodes Limited,sm,no,24-02-2025,10,1,INE0EO401019,10
VOLERCAR,Voler Car Limited,sm,no,19-02-2025,10,1,INE241X01014,10
MAXVOLT,Maxvolt Energy Industries Limited,sm,no,19-02-2025,10,1,INE10A501018,10
PSRAJ,P S Raj Steels Limited,sm,no,19-02-2025,10,1,INE0XUS01012,10
CHANDAN,Chandan Healthcare Limited,sm,no,17-02-2025,10,1,INE0B2N01016,10
ELGNZ,Eleganz Interiors Limited,sm,no,14-02-2025,10,1,INE0R9101015,10
READYMIX,Readymix Construction Machinery Limited,sm,no,13-02-2025,10,1,INE10QL01011,10
KEN,Ken Enterprises Limited,sm,no,12-02-2025,10,1,INE15DO01012,10
CHAMUNDA,Chamunda Electrical Limited,sm,no,11-02-2025,10,1,INE11HG01018,10
REXPRO,Rexpro Enterprises Limited,sm,no,29-01-2025,10,1,INE113601012,10
EMAPARTNER,EMA Partners India Limited,sm,no,24-01-2025,5,1,INE0ZOL01023,5
KKJEWELS,Kabra Jewels Limited,sm,no,22-01-2025,10,1,INE0XOW01017,10
BARFLEX,Barflex Polyfilms Limited,sm,no,20-01-2025,10,1,INE0QX401014,10
SATKARTAR,Sat Kartar Shopping Limited,sm,no,17-01-2025,10,1,INE0NB801022,10
DELTIC,Delta Autocorp Limited,sm,no,14-01-2025,10,1,INE0XRN01019,10
ANYA,Anya Polytech & Fertilizers Limited,sm,no,02-01-2025,2,1,INE0SI601032,2
NMSTEEL,Newmalayalam Steel Limited,sm,no,27-12-2024,10,1,INE0TP801012,10
IDENTICAL,Identical Brains Studios Limited,st,no,26-12-2024,10,1,INE0TD101011,10
SFML,Supreme Facility Management Limited,sm,no,18-12-2024,10,1,INE0U6N01014,10
PURPLEUTED,Purple United Sales Limited,sm,no,18-12-2024,10,1,INE0P5R01014,10
DHANLAXMI,Dhanlaxmi Crop Science Limited,sm,no,16-12-2024,10,1,INE0V9V01010,10
ETML,Emerald Tyre Manufacturers Limited,sm,no,12-12-2024,10,1,INE0RHD01013,10
GANESHIN,Ganesh Infraworld Limited,sm,no,06-12-2024,5,1,INE0TVT01024,5
AGARWALTUF,Agarwal Toughened Glass India Limited,sm,no,05-12-2024,10,1,INE0P8X01016,10
APEXECO,Apex Ecotech Limited,sm,no,04-12-2024,10,1,INE0T4V01015,10
ABHAPOWER,Abha Power and Steel Limited,sm,no,04-12-2024,10,1,INE0UYG01015,10
RAJPUTANA,Rajputana Biodiesel Limited,sm,no,03-12-2024,10,1,INE0VHU01019,10
C2C,C2C Advanced Systems Limited,sm,no,03-12-2024,10,1,INE0U7V01015,10
ITTL,Innovative Tyres & Tubes Limited,st,no,02-12-2024,10,1,INE070Y01023,10
LAMOSAIC,Lamosaic India Limited,sm,no,29-11-2024,10,1,INE0R0201012,10
ONYX,Onyx Biotec Limited,sm,no,22-11-2024,10,1,INE0WVU01018,10
NEELAM,Neelam Linens and Garments (India) Limited,sm,no,18-11-2024,10,1,INE0N1401016,10
USHAFIN,Usha Financial Services Limited,sm,no,31-10-2024,10,1,INE0LS001014,10
UHTL,United Heat Transfer Limited,sm,no,29-10-2024,10,1,INE0SMR01011,10
DANISH,Danish Power Limited,sm,no,29-10-2024,10,1,INE0YU901016,10
OBSCP,OBSC Perfection Limited,sm,no,29-10-2024,10,1,INE0YHV01011,10
PREMIUM,Premium Plast Limited,sm,no,28-10-2024,10,1,INE0M1F01011,10
FRESHARA,Freshara Agro Exports Limited,st,no,24-10-2024,10,1,INE0SFW01015,10
LAKSHYA,Lakshya Powertech Limited,sm,no,23-10-2024,10,1,INE0VZS01015,10
PRANIK,Pranik Logistics Limited,sm,no,17-10-2024,10,1,INE0VJG01014,10
PARAMOUNT,Paramount Dye Tec Limited,sm,no,08-10-2024,10,1,INE0TG801013,10
SAJHOTELS,Saj Hotels Limited,sm,no,07-10-2024,10,1,INE00MT01022,10
HVAX,HVAX Technologies Limited,sm,no,07-10-2024,10,1,INE0TO501019,10
DIVYADHAN,Divyadhan Recycling Industries Limited,sm,no,04-10-2024,10,1,INE0QYI01019,10
FORGEAUTO,Forge Auto International Limited,sm,no,04-10-2024,10,1,INE0YKW01013,10
SAHASRA,Sahasra Electronic Solutions Limited,sm,no,04-10-2024,10,1,INE0RBQ01018,10
TECHERA,TechEra Engineering (India) Limited,sm,no,03-10-2024,10,1,INE0JQS01019,10
UNILEX,Unilex Colours and Chemicals Limited,sm,no,03-10-2024,10,1,INE0B2801011,10
THESL,Thinking Hats Entertainment Solutions Limited,sm,no,03-10-2024,10,1,INE0SHE01019,10
WOL3D,Wol 3D India Limited,sm,no,30-09-2024,10,1,INE0OO201011,10
RAPPID,Rappid Valves (India) Limited,sm,no,30-09-2024,10,1,INE0MVO01012,10
AVIANSH,Avi Ansh Textile Limited,sm,no,27-09-2024,10,1,INE0TFB01017,10
SDREAMS,S D Retail Limited,sm,no,27-09-2024,10,1,INE0X6F01017,10
BIKEWO,Bikewo Green Tech Limited,sm,no,27-09-2024,10,1,INE0SQH01013,10
PHOGLOBAL,Phoenix Overseas Limited,sm,no,27-09-2024,10,1,INE0FPO01018,10
KALANA,Kalana Ispat Limited,st,no,26-09-2024,10,1,INE0T0L01014,10
PSFL,Paramount Speciality Forgings Limited,sm,no,25-09-2024,10,1,INE0Q6001012,10
DECCANTRAN,Deccan Transcon Leasing Limited,sm,no,24-09-2024,10,1,INE0S7C01019,10
PELATRO,Pelatro Limited,sm,no,24-09-2024,10,1,INE0VG601013,10
ENVIRO,Envirotech Systems Limited,sm,no,24-09-2024,10,1,INE0SUH01015,10
OSELDEVICE,Osel Devices Limited,sm,no,24-09-2024,10,1,INE0RMF01018,10
EXCELLENT,Excellent Wires and Packaging Limited,st,no,19-09-2024,10,1,INE0Y4801011,10
INNOMET,Innomet Advanced Materials Limited,sm,no,18-09-2024,10,1,INE0S1D01010,10
SPPPOLY,SPP Polymer Limited,sm,no,17-09-2024,10,1,INE0QR801013,10
AUSL,Aditya Ultra Steel Limited,sm,no,16-09-2024,10,1,INE01YQ01013,10
GAJANAND,Gajanand International Limited,sm,no,16-09-2024,10,1,INE0QTE01018,10
SHUBHSHREE,Shubhshree Biofuels Energy Limited,sm,no,16-09-2024,10,1,INE0UL701015,10
VIESL,Vision Infra Equipment Solutions Limited,sm,no,13-09-2024,10,1,INE0TR001017,10
MYMUDRA,My Mudra Fincorp Limited,sm,no,12-09-2024,10,1,INE0RVQ01016,10
NAMOEWASTE,Namo eWaste Management Limited,sm,no,11-09-2024,10,1,INE08NZ01012,10
JEYYAM,Jeyyam Global Foods Limited,sm,no,09-09-2024,5,1,INE0RXB01022,5
BOSS,Boss Packaging Solutions Limited,sm,no,06-09-2024,10,1,INE0QNI01012,10
PARAMATRIX,Paramatrix Technologies Limited,sm,no,04-09-2024,10,1,INE0S2W01018,10
AERON,Aeron Composite Limited,sm,no,04-09-2024,10,1,INE0WL801011,10
IPHL,Indian Phosphate Limited,sm,no,03-09-2024,10,1,INE0DHF01018,10
JAYBEE,Jay Bee Laminations Limited,st,no,03-09-2024,10,1,INE0SMY01017,10
VDEAL,Vdeal System Limited,sm,no,03-09-2024,10,1,INE0U2M01015,10
IDEALTECHO,Ideal Technoplast Industries Limited,sm,no,28-08-2024,10,1,INE0T9I01011,10
QVCEL,QVC Exports Limited,sm,no,28-08-2024,10,1,INE0KZF01015,10
FORCAS,Forcas Studio Limited,sm,no,26-08-2024,10,1,INE0U2501017,10
BRACEPORT,Brace Port Logistics Limited,sm,no,26-08-2024,10,1,INE0R4Z01018,10
BALCO,Solve Plastic Products Limited,sm,no,21-08-2024,10,1,INE0U0201016,10
SUNLITE,Sunlite Recycling Industries Limited,sm,no,20-08-2024,10,1,INE0U2N01013,10
POSITRON,Positron Energy Limited,sm,no,20-08-2024,10,1,INE0S3H01017,10
AESTHETIK,Aesthetik Engineers Limited,sm,no,16-08-2024,10,1,INE0TSF01011,10
PPSL,Picturepost Studios Limited,sm,no,09-08-2024,1,1,INE0YAL01017,1
DHARIWAL,Dhariwalcorp Limited,st,no,08-08-2024,2,1,INE0YRN01025,2
UTSSAV,Utssav CZ Gold Jewels Limited,sm,no,07-08-2024,10,1,INE06IJ01010,10
RAJINDLTD,Rajputana Industries Limited,sm,no,06-08-2024,10,1,INE0PCU01012,10
SSEGL,Sathlokhar Synergys E&C Global Limited,sm,no,06-08-2024,10,1,INE0RFP01011,10
ASHALOG,Ashapura Logistics Limited,sm,no,06-08-2024,10,1,INE0LAA01017,10
BULKCORP,Bulkcorp International Limited,sm,no,06-08-2024,10,1,INE0SZ301012,10
SATECH,S A Tech Software India Limited,sm,no,02-08-2024,10,1,INE0BSN01013,10
ESPRIT,Esprit Stones Limited,sm,no,02-08-2024,10,1,INE0SBP01018,10
TROM,Trom Industries Limited,sm,no,01-08-2024,10,1,INE0SYV01018,10
APRAMEYA,Aprameya Engineering Limited,sm,no,01-08-2024,10,1,INE0LQG01010,10
CHETANA,Chetana Education Limited,sm,no,31-07-2024,10,1,INE0U1T01012,10
MIEL,Manglam Infra & Engineering Limited,sm,no,31-07-2024,10,1,INE0R3101011,10
VLINFRA,V.L.Infraprojects Limited,sm,no,30-07-2024,10,1,INE0QXL01015,10
RNFI,RNFI Services Limited,sm,no,29-07-2024,10,1,INE0SA001017,10
KATARIA,Kataria Industries Limited,sm,no,24-07-2024,10,1,INE0SVY01018,10
MACOBSTECH,Macobs Technologies Limited,sm,no,24-07-2024,10,1,INE0R0J01010,10
TUNWAL,Tunwal E-Motors Limited,sm,no,23-07-2024,2,1,INE0OXV01027,2
PRIZOR,Prizor Viztech Limited,st,no,22-07-2024,10,1,INE0V9N01017,10
SATIPOLY,Sati Poly Plast Limited,sm,no,22-07-2024,10,1,INE0RPM01017,10
SAHAJSOLAR,Sahaj Solar Limited,sm,no,19-07-2024,10,1,INE0P4701011,10
GGBL,Ganesh Green Bharat Limited,sm,no,12-07-2024,10,1,INE0R8C01018,10
EFFWA,Effwa Infra & Research Limited,sm,no,12-07-2024,10,1,INE0U9101019,10
AMBEY,Ambey Laboratories Limited,sm,no,11-07-2024,10,1,INE0M3I01029,10
NEPHROCARE,Nephro Care India Limited,sm,no,05-07-2024,10,1,INE0SUN01013,10
DTL,Diensten Tech Limited,sm,no,03-07-2024,10,1,INE0JRD01019,10
AKIKO,Akiko Global Services Limited,st,no,02-07-2024,10,1,INE0PMR01017,10
PCCL,Petro Carbon and Chemicals Limited,sm,no,02-07-2024,10,1,INE998U01015,10
DPEL,Divine Power Energy Limited,sm,no,02-07-2024,10,1,INE0SCO01019,10
SPCL,Shivalic Power Control Limited,sm,no,01-07-2024,10,1,INE0T7B01010,10
VISAMAN,Visaman Global Sales Limited,st,no,01-07-2024,10,1,INE0BHK01012,10
MASON,Mason Infratech Limited,sm,no,01-07-2024,10,1,INE0SH001010,10
SYLVANPLY,Sylvan Plyboard (India) Limited,sm,no,01-07-2024,10,1,INE01IH01015,10
MEDIORG,Medicamen Organics Limited,sm,no,28-06-2024,10,1,INE0PE401018,10
WINNY,Winny Immigration & Education Services Limited,sm,no,27-06-2024,10,1,INE0S9101013,10
DURLAX,Durlax Top Surface Limited,sm,no,26-06-2024,10,1,INE0OUW01013,10
FALCONTECH,Falcon Technoprojects India Limited,sm,no,26-06-2024,10,1,INE0PQK01013,10
GPECO,GP Eco Solutions India Limited,sm,no,24-06-2024,10,1,INE0S7E01015,10
TBI,TBI Corn Limited,sm,no,07-06-2024,10,1,INE0N2D01013,10
AIMTRON,Aimtron Electronics Limited,sm,no,06-06-2024,10,1,INE0RUV01018,10
ZTECH,Z-Tech (India) Limited,sm,no,05-06-2024,10,1,INE0ISZ01012,10
BEACON,Beacon Trusteeship Limited,sm,no,04-06-2024,10,1,INE639X01027,10
VILAS,Vilas Transcore Limited,sm,no,03-06-2024,10,1,INE0AZY01017,10
GSMFOILS,GSM Foils Limited,sm,no,31-05-2024,10,1,INE0SQY01018,10
HOACFOODS,Hoac Foods India Limited,sm,no,24-05-2024,10,1,INE0S6S01017,10
RULKA,Rulka Electricals Limited,sm,no,24-05-2024,10,1,INE0R7301013,10
QUESTLAB,Quest Laboratories Limited,st,no,23-05-2024,10,1,INE0TNW01017,10
IEML,Indian Emulsifiers Limited,sm,no,22-05-2024,10,1,INE0RRU01016,10
VERITAAS,Veritaas Advertising Limited,sm,no,21-05-2024,10,1,INE0SRI01019,10
ABSMARINE,ABS Marine Services Limited,sm,no,21-05-2024,10,1,INE0QRV01016,10
MANDEEP,Mandeep Auto Industries Limited,sm,no,21-05-2024,10,1,INE0R3T01013,10
PRLIND,Premier Roadlines Limited,sm,no,17-05-2024,10,1,INE0CFG01012,10
EMMIL,Energy Mission Machineries (India) Limited,sm,no,16-05-2024,10,1,INE0S1L01013,10
