symbol,name_of_company, series,fno_stock, date_of_listing, paid_up_value, market_lot, isin_number, face_value
ORBTEXP,Orbit Exports Limited,eq,no,05-11-2013,10,1,INE231G01010,10
ORCHASP,Orchasp Limited,eq,no,07-02-2025,2,1,INE215B01022,2
ORCHPHARMA,Orchid Pharma Limited,eq,no,02-11-2020,10,1,INE191A01027,10
ORICONENT,Oricon Enterprises Limited,eq,no,24-07-2015,2,1,INE730A01022,2
ORIENTALTL,Oriental Trimex Limited,eq,no,07-03-2007,10,1,INE998H01012,10
ORIENTBELL,Orient Bell Limited,eq,no,14-02-2007,10,1,INE607D01018,10
ORIENTCEM,Orient Cement Limited,eq,no,12-07-2013,1,1,INE876N01018,1
ORIENTCER,ORIENT CERATECH LIMITED,eq,no,15-12-2005,1,1,INE569C01020,1
ORIENTELEC,Orient Electric Limited,eq,no,14-05-2018,1,1,INE142Z01019,1
ORIENTHOT,Oriental Hotels Limited,eq,no,27-08-1998,1,1,INE750A01020,1
ORIENTLTD,Orient Press Limited,eq,no,03-03-2010,10,1,INE609C01024,10
ORIENTPPR,Orient Paper & Industries Limited,eq,no,29-03-1995,1,1,INE592A01026,1
ORIENTTECH,Orient Technologies Limited,eq,no,28-08-2024,10,1,INE0PPK01015,10
ORISSAMINE,The Orissa Minerals Development Company Limited,eq,no,29-09-2010,1,1,INE725E01024,1
ORKLAINDIA,Orkla India Limited,eq,no,06-11-2025,1,1,INE16NZ01023,1
ORTEL,Ortel Communications Limited,bz,no,19-03-2015,10,1,INE849L01019,10
ORTINGLOBE,ORTIN GLOBAL LIMITED,be,no,30-03-2021,10,1,INE749B01020,10
OSIAHYPER,Osia Hyper Retail Limited,eq,no,01-12-2022,1,1,INE06IR01021,1
OSWALAGRO,Oswal Agro Mills Limited,eq,no,29-03-1995,10,1,INE142A01012,10
OSWALGREEN,Oswal Greentech Limited,eq,no,28-08-1996,10,1,INE143A01010,10
OSWALPUMPS,Oswal Pumps Limited,eq,no,20-06-2025,1,1,INE0BYP01024,1
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,eq,no,28-02-2023,2,1,INE00IK01029,2
PACEDIGITK,Pace Digitek Limited,eq,no,06-10-2025,2,1,INE0S3G01027,2
PAGEIND,Page Industries Limited,eq,yes,16-03-2007,10,1,INE761H01022,10
PAISALO,Paisalo Digital Limited,eq,no,17-10-2011,1,1,INE420C01059,1
PAKKA,PAKKA LIMITED,eq,no,11-07-2023,10,1,INE551D01018,10
PALASHSECU,Palash Securities Limited,eq,no,28-07-2017,10,1,INE471W01019,10
PALREDTEC,Palred Technologies Limited,eq,no,09-05-2016,10,1,INE218G01033,10
PANACEABIO,Panacea Biotec Limited,eq,no,17-04-1996,1,1,INE922B01023,1
PANACHE,Panache Digilife Limited,be,no,06-01-2020,10,1,INE895W01019,10
PANAMAPET,Panama Petrochem Limited,eq,no,30-09-2011,2,1,INE305C01029,2
PANSARI,Pansari Developers Limited,eq,no,18-10-2021,10,1,INE697V01011,10
PAR,Par Drugs And Chemicals Limited,eq,no,16-09-2021,10,1,INE04LG01015,10
PARACABLES,Paramount Communications Limited,eq,no,03-01-2007,2,1,INE074B01023,2
PARADEEP,Paradeep Phosphates Limited,eq,no,27-05-2022,10,1,INE088F01024,10
PARAGMILK,Parag Milk Foods Limited,eq,no,19-05-2016,10,1,INE883N01014,10
PARAS,Paras Defence and Space Technologies Limited,eq,no,01-10-2021,5,1,INE045601023,5
PARASPETRO,Paras Petrofils Limited,be,no,14-02-1996,1,1,INE162C01024,1
PARKHOSPS,Park Medi World Limited,eq,no,17-12-2025,2,1,INE119201023,2
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,eq,no,12-02-2024,1,1,INE988S01028,1
PARSVNATH,Parsvnath Developers Limited,eq,no,30-11-2006,5,1,INE561H01026,5
PASHUPATI,Pashupati Cotspin Limited,eq,no,17-07-2025,10,1,INE124Y01010,10
PASUPTAC,Pasupati Acrylon Limited,eq,no,12-10-2021,10,1,INE818B01023,10
PATANJALI,Patanjali Foods Limited,eq,yes,24-01-2020,2,1,INE619A01035,2
PATELENG,Patel Engineering Limited,eq,no,24-02-2005,1,1,INE244B01030,1
PATELRMART,Patel Retail Limited,eq,no,26-08-2025,10,1,INE0R8B01010,10
PATINTLOG,Patel Integrated Logistics Limited,eq,no,11-01-2008,10,1,INE529D01014,10
PAUSHAKLTD,Paushak Limited,eq,no,01-12-2025,5,1,INE111F01024,5
PAVNAIND,Pavna Industries Limited,eq,no,01-06-2023,1,1,INE07S101038,1
PAYTM,One 97 Communications Limited,eq,yes,18-11-2021,1,1,INE982J01020,1
PCBL,PCBL Chemical Limited,eq,no,29-03-1995,1,1,INE602A01031,1
PCJEWELLER,PC Jeweller Limited,eq,no,27-12-2012,1,1,INE785M01021,1
PDMJEPAPER,Pudumjee Paper Products Limited,eq,no,30-03-2016,1,1,INE865T01018,1
PDSL,PDS Limited,eq,no,21-10-2014,2,1,INE111Q01021,2
PEARLPOLY,Pearl Polymers Limited,eq,no,11-10-1995,10,1,INE844A01013,10
PENIND,Pennar Industries Limited,eq,no,25-11-2010,5,1,INE932A01024,5
PENINLAND,Peninsula Land Limited,eq,no,08-02-1995,2,1,INE138A01028,2
PERSISTENT,Persistent Systems Limited,eq,yes,06-04-2010,5,1,INE262H01021,5
PETRONET,Petronet LNG Limited,eq,yes,26-03-2004,10,1,INE347G01014,10
PFC,Power Finance Corporation Limited,eq,yes,23-02-2007,10,1,INE134E01011,10
PFIZER,Pfizer Limited,eq,no,28-04-1999,10,1,INE182A01018,10
PFOCUS,Prime Focus Limited,eq,no,20-06-2006,1,1,INE367G01038,1
PFS,PTC India Financial Services Limited,eq,no,30-03-2011,10,1,INE560K01014,10
PGEL,PG Electroplast Limited,eq,yes,26-09-2011,1,1,INE457L01029,1
PGHH,Procter & Gamble Hygiene and Health Care Limited,eq,no,07-07-2004,10,1,INE179A01014,10
PGHL,Procter & Gamble Health Limited,eq,no,24-04-1996,10,1,INE199A01012,10
PGIL,Pearl Global Industries Limited,eq,no,15-02-2007,5,1,INE940H01022,5
PHOENIXLTD,The Phoenix Mills Limited,eq,yes,23-04-2007,2,1,INE211B01039,2
PICCADIL,Piccadily Agro Industries Limited,eq,no,02-07-2025,10,1,INE546C01010,10
PIDILITIND,Pidilite Industries Limited,eq,yes,29-03-1995,1,1,INE318A01026,1
PIGL,Power & Instrumentation (Gujarat) Limited,eq,no,17-05-2023,10,1,INE557Z01018,10
PIIND,PI Industries Limited,eq,yes,15-06-2011,1,1,INE603J01030,1
PILANIINVS,Pilani Investment and Industries Corporation Limited,eq,no,08-12-2015,10,1,INE417C01014,10
PILITA,PIL ITALICA LIFESTYLE LIMITED,eq,no,07-10-2013,1,1,INE600A01035,1
PINELABS,Pine Labs Limited,eq,no,14-11-2025,1,1,INE15B701018,1
PIONEEREMB,Pioneer Embroideries Limited,eq,no,16-05-2006,10,1,INE156C01018,10
PIRAMALFIN,Piramal Finance Limited,eq,no,07-11-2025,2,1,INE202B01038,2
PITTIENG,Pitti Engineering Limited,eq,no,02-02-2007,5,1,INE450D01021,5
PIXTRANS,Pix Transmissions Limited,eq,no,28-04-2022,10,1,INE751B01018,10
PKTEA,The Peria Karamalai Tea & Produce Company Limited,eq,no,19-08-2015,10,1,INE431F01018,10
PLASTIBLEN,Plastiblends India Limited,eq,no,28-12-2006,5,1,INE083C01022,5
PLATIND,Platinum Industries Limited,eq,no,05-03-2024,10,1,INE0PT501018,10
PLAZACABLE,Plaza Wires Limited,eq,no,12-10-2023,10,1,INE0INJ01017,10
PNB,Punjab National Bank,eq,yes,24-04-2002,2,1,INE160A01022,2
PNBGILTS,PNB Gilts Limited,eq,no,18-09-2000,10,1,INE859A01011,10
PNBHOUSING,PNB Housing Finance Limited,eq,yes,07-11-2016,10,1,INE572E01012,10
PNC,Pritish Nandy Communications Limited,eq,no,11-12-2000,10,1,INE392B01011,10
PNCINFRA,PNC Infratech Limited,eq,no,26-05-2015,2,1,INE195J01029,2
PNGJL,P N Gadgil Jewellers Limited,eq,no,17-09-2024,10,1,INE953R01016,10
PNGSREVA,PNGS Reva Diamond Jewellery Limited,eq,no,04-03-2026,10,1,INE1RDG01013,10
POCL,Pondy Oxides & Chemicals Limited,eq,no,06-03-2023,5,1,INE063E01053,5
PODDARMENT,Poddar Pigments Limited,eq,no,22-11-2016,10,1,INE371C01013,10
POKARNA,Pokarna Limited,eq,no,07-07-2016,2,1,INE637C01025,2
POLICYBZR,PB Fintech Limited,eq,yes,15-11-2021,2,1,INE417T01026,2
POLYCAB,Polycab India Limited,eq,yes,16-04-2019,10,1,INE455K01017,10
POLYMED,Poly Medicure Limited,eq,no,07-12-2011,5,1,INE205C01021,5
POLYPLEX,Polyplex Corporation Limited,eq,no,11-04-2003,10,1,INE633B01018,10
PONNIERODE,Ponni Sugars (Erode) Limited,eq,no,16-04-2002,10,1,INE838E01017,10
POONAWALLA,Poonawalla Fincorp Limited,eq,no,27-04-2004,2,1,INE511C01022,2
POWERGRID,Power Grid Corporation of India Limited,eq,yes,05-10-2007,10,1,INE752E01010,10
POWERICA,Powerica Limited,eq,no,02-04-2026,5,1,INE921L01032,5
POWERINDIA,Hitachi Energy India Limited,eq,yes,30-03-2020,2,1,INE07Y701011,2
POWERMECH,Power Mech Projects Limited,eq,no,26-08-2015,10,1,INE211R01019,10
PPAP,PPAP Automotive Limited,eq,no,11-01-2008,10,1,INE095I01015,10
PPL,Prakash Pipes Limited,eq,no,14-06-2019,10,1,INE050001010,10
PPLPHARMA,Piramal Pharma Limited,eq,yes,19-10-2022,10,1,INE0DK501011,10
PRABHA,Prabha Energy Limited,eq,no,19-03-2025,1,1,INE0I0M01023,1
PRAENG,Prajay Engineers Syndicate Limited,eq,no,02-01-2007,10,1,INE505C01016,10
PRAJIND,Praj Industries Limited,eq,no,11-10-1995,2,1,INE074A01025,2
PRAKASH,Prakash Industries Limited,eq,no,10-05-1995,10,1,INE603A01013,10
PRAKASHSTL,Prakash Steelage Limited,eq,no,25-08-2010,1,1,INE696K01024,1
PRAXIS,Praxis Home Retail Limited,eq,no,31-01-2018,5,1,INE546Y01022,5
PRECAM,Precision Camshafts Limited,eq,no,08-02-2016,10,1,INE484I01029,10
PRECOT,Precot Limited,be,no,19-08-2005,10,1,INE283A01014,10
PRECWIRE,Precision Wires India Limited,eq,no,06-09-1995,1,1,INE372C01037,1
PREMEXPLN,Premier Explosives Limited,eq,no,17-06-2016,2,1,INE863B01029,2
PREMIER,Premier Limited,be,no,03-04-1996,10,1,INE342A01018,10
PREMIERENE,Premier Energies Limited,eq,yes,03-09-2024,1,1,INE0BS701011,1
PREMIERPOL,Premier Polyfilm Limited,be,no,13-12-1995,1,1,INE309M01020,1
PRESTIGE,Prestige Estates Projects Limited,eq,yes,27-10-2010,10,1,INE811K01011,10
PRICOLLTD,Pricol Limited,eq,no,10-02-2017,1,1,INE726V01018,1
PRIMESECU,Prime Securities Limited,eq,no,17-06-2005,5,1,INE032B01021,5
PRIMO,Primo Chemicals Limited,eq,no,22-04-2025,2,1,INE607A01022,2
PRINCEPIPE,Prince Pipes And Fittings Limited,eq,no,30-12-2019,10,1,INE689W01016,10
PRITI,Priti International Limited,eq,no,02-03-2022,10,1,INE974Z01015,10
PRITIKAUTO,Pritika Auto Industries Limited,eq,no,10-08-2021,2,1,INE583R01029,2
PRIVISCL,Privi Speciality Chemicals Limited,eq,no,08-05-2015,10,1,INE959A01019,10
PROSTARM,Prostarm Info Systems Limited,eq,no,03-06-2025,10,1,INE0BX301013,10
PROTEAN,Protean eGov Technologies Limited,eq,no,06-02-2025,10,1,INE004A01022,10
PROZONER,Prozone Realty Limited,eq,no,12-09-2012,2,1,INE195N01013,2
PRSMJOHNSN,Prism Johnson Limited,eq,no,20-08-2003,10,1,INE010A01011,10
PRUDENT,Prudent Corporate Advisory Services Limited,eq,no,20-05-2022,5,1,INE00F201020,5
PRUDMOULI,Prudential Sugar Corporation Limited,eq,no,10-05-1995,10,100,INE024D01016,10
PSB,Punjab & Sind Bank,eq,no,30-12-2010,10,1,INE608A01012,10
PSPPROJECT,PSP Projects Limited,eq,no,29-05-2017,10,1,INE488V01015,10
PTC,PTC India Limited,eq,no,07-04-2004,10,1,INE877F01012,10
PTCIL,PTC Industries Limited,eq,no,09-06-2023,10,1,INE596F01018,10
PTL,PTL Enterprises Limited,eq,no,29-01-2007,1,1,INE034D01049,1
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,eq,no,08-03-2007,10,1,INE277B01014,10
PURVA,Puravankara Limited,eq,no,30-08-2007,5,1,INE323I01011,5
PVP,PVP Ventures Limited,eq,no,03-04-1996,10,1,INE362A01016,10
PVRINOX,PVR INOX Limited,eq,no,04-01-2006,10,1,INE191H01014,10
PVSL,Popular Vehicles and Services Limited,eq,no,19-03-2024,2,1,INE772T01024,2
PWL,Physicswallah Limited,eq,no,18-11-2025,1,1,INE0LP301011,1
PYRAMID,Pyramid Technoplast Limited,eq,no,29-08-2023,10,1,INE0MIS01010,10
QPOWER,Quality Power Electrical Equipments Limited,eq,no,24-02-2025,10,1,INE0SII01026,10
QUADFUTURE,Quadrant Future Tek Limited,eq,no,14-01-2025,10,1,INE0LRY01011,10
QUESS,Quess Corp Limited,eq,no,12-07-2016,10,1,INE615P01015,10
QUICKHEAL,Quick Heal Technologies Limited,eq,no,18-02-2016,10,1,INE306L01010,10
RACE,Race Eco Chain Limited,be,no,09-05-2023,10,1,INE084Q01012,10
RACLGEAR,RACL Geartech Limited,eq,no,27-11-2024,10,1,INE704B01017,10
RADAAN,Radaan Mediaworks India Limited,eq,no,27-02-2003,2,1,INE874F01027,2
RADHIKAJWE,Radhika Jeweltech Limited,eq,no,18-07-2022,2,1,INE583V01021,2
RADIANTCMS,Radiant Cash Management Services Limited,eq,no,04-01-2023,1,1,INE855R01021,1
RADICO,Radico Khaitan Limited,eq,no,18-06-2003,2,1,INE944F01028,2
RADIOCITY,Music Broadcast Limited,eq,no,17-03-2017,2,1,INE919I01024,2
RAILTEL,Railtel Corporation Of India Limited,eq,no,26-02-2021,10,1,INE0DD101019,10
RAIN,Rain Industries Limited,eq,no,03-03-2008,2,1,INE855B01025,2
RAINBOW,Rainbow Childrens Medicare Limited,eq,no,10-05-2022,10,1,INE961O01016,10
RAJESHEXPO,Rajesh Exports Limited,bz,no,09-02-2000,1,1,INE343B01030,1
RAJMET,Rajnandini Metal Limited,eq,no,16-02-2021,1,1,INE00KV01022,1
RAJOOENG,Rajoo Engineers Limited,eq,no,29-05-2025,1,1,INE535F01024,1
RAJRATAN,Rajratan Global Wire Limited,eq,no,22-05-2020,2,1,INE451D01029,2
RAJRILTD,Raj Rayon Industries Limited,be,no,16-03-2022,1,1,INE533D01032,1
RAJSREESUG,Rajshree Sugars & Chemicals Limited,eq,no,29-03-1995,10,1,INE562B01019,10
RAJTV,Raj Television Network Limited,eq,no,16-03-2007,5,1,INE952H01027,5
RALLIS,Rallis India Limited,eq,no,01-04-1999,1,1,INE613A01020,1
RAMANEWS,Shree Rama Newsprint Limited,eq,no,20-09-2006,10,1,INE278B01020,10
RAMAPHO,Rama Phosphates Limited,eq,no,05-08-2022,5,1,INE809A01032,5
RAMASTEEL,Rama Steel Tubes Limited,eq,no,19-08-2015,1,1,INE230R01035,1
RAMCOCEM,The Ramco Cements Limited,eq,no,09-04-1997,1,1,INE331A01037,1
RAMCOIND,Ramco Industries Limited,eq,no,06-11-1996,1,1,INE614A01028,1
RAMCOSYS,Ramco Systems Limited,eq,no,12-04-2000,10,1,INE246B01019,10
RAMKY,Ramky Infrastructure Limited,eq,no,08-10-2010,10,1,INE874I01013,10
RAMRAT,Ram Ratna Wires Limited,eq,no,29-07-2022,5,1,INE207E01023,5
RANASUG,Rana Sugars Limited,eq,no,24-02-2005,10,1,INE625B01014,10
RANEHOLDIN,Rane Holdings Limited,eq,no,24-09-1997,10,1,INE384A01010,10
RATEGAIN,Rategain Travel Technologies Limited,eq,no,17-12-2021,1,1,INE0CLI01024,1
RATNAMANI,Ratnamani Metals & Tubes Limited,eq,no,09-05-2006,2,1,INE703B01027,2
RATNAVEER,Ratnaveer Precision Engineering Limited,eq,no,11-09-2023,10,1,INE05CZ01011,10
RAYMOND,Raymond Limited,eq,no,18-10-1995,10,1,INE301A01014,10
RAYMONDLSL,Raymond Lifestyle Limited,eq,no,05-09-2024,2,1,INE02ID01020,2
RAYMONDREL,Raymond Realty Limited,eq,no,01-07-2025,10,1,INE1SY401010,10
RBA,Restaurant Brands Asia Limited,eq,no,14-12-2020,10,1,INE07T201019,10
RBLBANK,RBL Bank Limited,eq,yes,31-08-2016,10,1,INE976G01028,10
RBZJEWEL,RBZ Jewellers Limited,eq,no,27-12-2023,10,1,INE0PEQ01016,10
RCF,Rashtriya Chemicals and Fertilizers Limited,eq,no,07-01-1998,10,1,INE027A01015,10
RCOM,Reliance Communications Limited,be,no,06-03-2006,5,1,INE330H01018,5
RECLTD,REC Limited,eq,yes,12-03-2008,10,1,INE020B01018,10
REDINGTON,Redington Limited,eq,no,15-02-2007,2,1,INE891D01026,2
REDTAPE,Redtape Limited,eq,no,11-08-2023,2,1,INE0LXT01019,2
REFEX,Refex Industries Limited,eq,no,03-12-2009,2,1,INE056I01025,2
REGAAL,Regaal Resources Limited,eq,no,20-08-2025,5,1,INE0MHO01029,5
REGENCERAM,Regency Ceramics Limited,eq,no,05-06-1996,10,1,INE277C01012,10
RELAXO,Relaxo Footwears Limited,eq,no,17-06-2011,1,1,INE131B01039,1
RELCHEMQ,Reliance Chemotex Industries Limited,eq,no,25-05-2022,10,1,INE750D01016,10
RELIABLE,Reliable Data Services Limited,eq,no,10-07-2024,10,1,INE375Y01018,10
RELIANCE,Reliance Industries Limited,eq,yes,29-11-1995,10,1,INE002A01018,10
RELIGARE,Religare Enterprises Limited,eq,no,21-11-2007,10,1,INE621H01010,10
RELTD,Ravindra Energy Limited,eq,no,30-07-2024,10,1,INE206N01018,10
REMSONSIND,Remsons Industries Limited,eq,no,31-01-1996,2,1,INE474C01023,2
RENUKA,Shree Renuka Sugars Limited,eq,no,31-10-2005,1,1,INE087H01022,1
REPCOHOME,Repco Home Finance Limited,eq,no,01-04-2013,10,1,INE612J01015,10
REPL,Rudrabhishek Enterprises Limited,eq,no,14-12-2020,10,1,INE364Z01019,10
REPRO,Repro India Limited,eq,no,22-12-2005,10,1,INE461B01014,10
RESPONIND,Responsive Industries Limited,eq,no,29-10-2010,1,1,INE688D01026,1
RETAIL,JHS Svendgaard Retail Ventures Limited,eq,no,26-06-2024,10,1,INE03DD01011,10
RGL,Renaissance Global Limited,eq,no,12-12-2007,2,1,INE722H01024,2
RHETAN,Rhetan TMT Limited,eq,no,26-09-2025,1,1,INE0KKN01029,1
RHIM,RHI MAGNESITA INDIA LIMITED,eq,no,12-03-2012,1,1,INE743M01012,1
RHL,Robust Hotels Limited,eq,no,25-04-2023,10,1,INE508K01013,10
RICOAUTO,Rico Auto Industries Limited,eq,no,12-05-2003,1,1,INE209B01025,1
RIIL,Reliance Industrial Infrastructure Limited,eq,no,29-11-1995,10,1,INE046A01015,10
RISHABH,Rishabh Instruments Limited,eq,no,11-09-2023,10,1,INE0N2P01017,10
RITCO,Ritco Logistics Limited,eq,no,12-04-2022,10,1,INE01EG01016,10
RITES,RITES Limited,eq,no,02-07-2018,10,1,INE320J01015,10
RKDL,Ravi Kumar Distilleries Limited,eq,no,27-12-2010,10,1,INE722J01012,10
RKEC,RKEC Projects Limited,eq,no,18-12-2020,10,1,INE786W01010,10
RKFORGE,Ramkrishna Forgings Limited,eq,no,05-05-2004,2,1,INE399G01023,2
RKSWAMY,R K Swamy Limited,eq,no,12-03-2024,5,1,INE0NQ801033,5
RMC,RMC Switchgears Limited,be,no,01-04-2026,10,1,INE655V01019,10
RMDRIP,R M Drip and Sprinklers Systems Limited,eq,no,30-07-2025,1,1,INE219Y01026,1
RML,Rane (Madras) Limited,eq,no,30-08-2005,10,1,INE050H01012,10
RNBDENIMS,R&B Denims Limited,be,no,04-09-2025,1,1,INE012Q01039,1
ROHLTD,Royal Orchid Hotels Limited,eq,no,06-02-2006,10,1,INE283H01019,10
ROLEXRINGS,Rolex Rings Limited,eq,no,09-08-2021,1,1,INE645S01024,1
ROLLT,Rollatainers Limited,be,no,22-11-2016,1,1,INE927A01040,1
ROML,Raj Oil Mills Limited,eq,no,06-10-2020,10,1,INE294G01026,10
ROSSARI,Rossari Biotech Limited,eq,no,23-07-2020,2,1,INE02A801020,2
ROSSELLIND,Rossell India Limited,eq,no,25-09-2012,2,1,INE847C01020,2
ROSSTECH,Rossell Techsys Limited,eq,no,09-12-2024,2,1,INE0OJW01016,2
ROTO,Roto Pumps Limited,eq,no,21-04-2022,1,1,INE535D01037,1
ROUTE,ROUTE MOBILE LIMITED,eq,no,21-09-2020,10,1,INE450U01017,10
RPEL,Raghav Productivity Enhancers Limited,eq,no,08-08-2024,10,1,INE912T01018,10
RPGLIFE,RPG Life Sciences Limited,eq,no,10-06-2008,8,1,INE105J01010,8
RPOWER,Reliance Power Limited,eq,no,11-02-2008,10,1,INE614G01033,10
RPPINFRA,R.P.P. Infra Projects Limited,eq,no,06-12-2010,10,1,INE324L01013,10
RPPL,Rajshree Polypack Limited,eq,no,26-11-2021,5,1,INE760W01023,5
RPSGVENT,RPSG VENTURES LIMITED,eq,no,25-01-2019,10,1,INE425Y01011,10
RPTECH,Rashi Peripherals Limited,eq,no,14-02-2024,5,1,INE0J1F01024,5
RRKABEL,R R Kabel Limited,eq,no,20-09-2023,5,1,INE777K01022,5
RSL,Rajputana Stainless Limited,eq,no,19-03-2026,10,1,INE313L01016,10
RSSOFTWARE,R. S. Software (India) Limited,eq,no,19-05-1999,5,1,INE165B01029,5
RSWM,RSWM Limited,eq,no,15-02-1995,10,1,INE611A01016,10
RSYSTEMS,R Systems International Limited,eq,no,26-04-2006,1,1,INE411H01032,1
RTNINDIA,RattanIndia Enterprises Limited,eq,no,30-07-2012,2,1,INE834M01019,2
RTNPOWER,RattanIndia Power Limited,eq,no,30-10-2009,10,1,INE399K01017,10
RUBFILA,Rubfila International Limited,eq,no,08-08-2024,5,1,INE642C01025,5
RUBICON,Rubicon Research Limited,eq,no,16-10-2025,1,1,INE506V01022,1
RUBYMILLS,The Ruby Mills Limited,eq,no,29-03-1995,5,1,INE301D01026,5
RUCHINFRA,Ruchi Infrastructure Limited,eq,no,16-10-1996,1,1,INE413B01023,1
RUCHIRA,Ruchira Papers Limited,eq,no,20-12-2006,10,1,INE803H01014,10
RUDRA,Rudra Global Infra Products Limited,eq,no,19-12-2025,5,1,INE027T01023,5
RUPA,Rupa & Company Limited,eq,no,07-12-2011,1,1,INE895B01021,1
RUSHIL,Rushil Decor Limited,eq,no,07-07-2011,1,1,INE573K01025,1
RUSTOMJEE,Keystone Realtors Limited,eq,no,24-11-2022,10,1,INE263M01029,10
RVHL,Ravinder Heights Limited,eq,no,18-12-2020,1,1,INE09E501017,1
RVNL,Rail Vikas Nigam Limited,eq,yes,11-04-2019,10,1,INE415G01027,10
RVTH,Revathi Equipment India Limited,eq,no,11-09-2024,10,1,INE0DAB01012,10
S&SPOWER,S&S Power Switchgears Limited,be,no,27-09-1995,10,1,INE902B01017,10
SAATVIKGL,Saatvik Green Energy Limited,eq,no,26-09-2025,2,1,INE13B501022,2
SADBHAV,Sadbhav Engineering Limited,be,no,01-03-2006,1,1,INE226H01026,1
SADBHIN,Sadbhav Infrastructure Project Limited,eq,no,16-09-2015,10,1,INE764L01010,10
SADHNANIQ,Sadhana Nitrochem Limited,eq,no,05-05-2023,1,1,INE888C01040,1
SAFARI,Safari Industries (India) Limited,eq,no,12-09-2019,2,1,INE429E01023,2
SAGARDEEP,Sagardeep Alloys Limited,eq,no,25-01-2019,10,1,INE976T01013,10
SAGCEM,Sagar Cements Limited,eq,no,29-01-2007,2,1,INE229C01021,2
SAGILITY,SAGILITY LIMITED,eq,no,12-11-2024,10,1,INE0W2G01015,10
SAHLIBHFI,Shalibhadra Finance Limited,eq,no,10-04-2026,10,1,INE861D01011,10
SAHYADRI,Sahyadri Industries Limited,eq,no,06-04-2023,10,1,INE280H01015,10
SAIL,Steel Authority of India Limited,eq,yes,06-07-1995,10,1,INE114A01011,10
SAILIFE,Sai Life Sciences Limited,eq,no,18-12-2024,1,1,INE570L01029,1
SAIPARENT,Sai Parenterals Limited,eq,no,02-04-2026,5,1,INE0H9F01037,5
SAKAR,Sakar Healthcare Limited,eq,no,11-04-2019,10,1,INE732S01012,10
SAKHTISUG,Sakthi Sugars Limited,eq,no,06-09-1995,10,1,INE623A01011,10
SAKSOFT,Saksoft Limited,eq,no,09-05-2005,1,1,INE667G01023,1
SAKUMA,Sakuma Exports Limited,eq,no,08-03-2006,1,1,INE190H01024,1
SALASAR,Salasar Techno Engineering Limited,eq,no,25-07-2017,1,1,INE170V01027,1
SALONA,Salona Cotspin Limited,eq,no,16-06-2016,10,1,INE498E01010,10
SALSTEEL,S.A.L. Steel Limited,eq,no,24-11-2004,10,1,INE658G01014,10
SALZERELEC,Salzer Electronics Limited,eq,no,02-12-2015,10,1,INE457F01013,10
SAMBHAAV,Sambhaav Media Limited,eq,no,05-06-1996,1,1,INE699B01027,1
SAMBHV,Sambhv Steel Tubes Limited,eq,no,02-07-2025,10,1,INE12NJ01018,10
SAMHI,Samhi Hotels Limited,eq,no,22-09-2023,1,1,INE08U801020,1
SAMMAANCAP,Sammaan Capital Limited,eq,yes,23-07-2013,2,1,INE148I01020,2
SAMPANN,Sampann Utpadan India Limited,eq,no,27-07-2012,10,1,INE735M01018,10
SANATHAN,Sanathan Textiles Limited,eq,no,27-12-2024,10,1,INE0JPD01013,10
SANCO,Sanco Industries Limited,bz,no,22-11-2016,10,1,INE782L01012,10
SANDESH,The Sandesh Limited,eq,no,26-11-2002,10,1,INE583B01015,10
SANDHAR,Sandhar Technologies Limited,eq,no,02-04-2018,10,1,INE278H01035,10
SANDUMA,Sandur Manganese & Iron Ores Limited,eq,no,07-09-2023,10,1,INE149K01016,10
SANGAMIND,Sangam (India) Limited,eq,no,17-07-1996,10,1,INE495C01010,10
SANGHVIMOV,Sanghvi Movers Limited,eq,no,24-01-2007,1,1,INE989A01032,1
SANGINITA,Sanginita Chemicals Limited,be,no,15-07-2019,10,1,INE753W01010,10
SANOFI,Sanofi India Limited,eq,no,19-05-2003,10,1,INE058A01010,10
SANOFICONR,Sanofi Consumer Healthcare India Limited,eq,no,13-09-2024,10,1,INE0UOS01011,10
SANSERA,Sansera Engineering Limited,eq,no,24-09-2021,2,1,INE953O01021,2
SANSTAR,Sanstar Limited,eq,no,26-07-2024,2,1,INE08NE01025,2
SAPPHIRE,Sapphire Foods India Limited,eq,no,18-11-2021,2,1,INE806T01020,2
SARDAEN,Sarda Energy & Minerals Limited,eq,no,03-12-2009,1,1,INE385C01021,1
SAREGAMA,Saregama India Limited,eq,no,30-07-1997,1,1,INE979A01025,1
SARLAPOLY,Sarla Performance Fibers Limited,eq,no,19-01-2007,1,1,INE453D01025,1
SARVESHWAR,Sarveshwar Foods Limited,eq,no,08-12-2022,1,1,INE324X01026,1
SASKEN,Sasken Technologies Limited,eq,no,09-09-2005,10,1,INE231F01020,10
SASTASUNDR,Sastasundar Ventures Limited,eq,no,05-10-2010,10,1,INE019J01013,10
SATIA,Satia Industries Limited,eq,no,17-07-2019,1,1,INE170E01023,1
SATIN,Satin Creditcare Network Limited,eq,no,26-08-2015,10,1,INE836B01017,10
SAURASHCEM,Saurashtra Cement Limited,eq,no,27-02-2024,10,1,INE626A01014,10
SBC,SBC Exports Limited,eq,no,23-11-2021,1,1,INE04AK01028,1
